INFO:training:Epoch: 1 | Training Loss: 1551220.706451613 | MAE: 32448939.6552 | MSE: 57607049174192.555 | RMSE: 2733.7604 | RSE: 419.3053 | RAE: 139.8332 | Correlation: 0.8679999709129333
INFO:training:Epoch: 71 | Training Loss: 157790.3987903226 | MAE: 4830438.3499 | MSE: 8755223637918.206 | RMSE: 1237.8455 | RSE: 1.5109 | RAE: 1.3112 | Correlation: 0.8428000211715698
INFO:training:Epoch: 72 | Training Loss: 161135.17096774193 | MAE: 4831038.8644 | MSE: 8742070764366.344 | RMSE: 1237.8326 | RSE: 2.4043 | RAE: 1.6214 | Correlation: 0.8427000045776367
INFO:training:Epoch: 73 | Training Loss: 163062.41491935484 | MAE: 4827511.5432 | MSE: 8737322290199.725 | RMSE: 1237.5234 | RSE: 1.8182 | RAE: 1.4352 | Correlation: 0.8429999947547913
INFO:training:Epoch: 74 | Training Loss: 157036.03810483872 | MAE: 4850393.193 | MSE: 8738825835477.517 | RMSE: 1238.9109 | RSE: 1.83 | RAE: 1.4473 | Correlation: 0.8431000113487244
INFO:training:Epoch: 75 | Training Loss: 158148.59475806452 | MAE: 4829713.5628 | MSE: 8718309680097.104 | RMSE: 1237.5086 | RSE: 2.553 | RAE: 1.6671 | Correlation: 0.8428999781608582
INFO:training:Epoch: 76 | Training Loss: 160254.2941532258 | MAE: 4891232.5143 | MSE: 8732235975128.275 | RMSE: 1241.6326 | RSE: 3.1343 | RAE: 1.8395 | Correlation: 0.8431000113487244
INFO:training:Epoch: 77 | Training Loss: 158801.20927419353 | MAE: 4824616.829 | MSE: 8707561696263.725 | RMSE: 1236.9858 | RSE: 1.6629 | RAE: 1.3796 | Correlation: 0.8431000113487244
INFO:training:Epoch: 78 | Training Loss: 155455.54677419356 | MAE: 4863612.0203 | MSE: 8712195531260.689 | RMSE: 1239.5068 | RSE: 2.3314 | RAE: 1.6038 | Correlation: 0.8432000279426575
INFO:training:Epoch: 79 | Training Loss: 163249.3933467742 | MAE: 4841596.196 | MSE: 8699945206310.621 | RMSE: 1237.8967 | RSE: 1.6734 | RAE: 1.393 | Correlation: 0.8432000279426575
INFO:training:Epoch: 80 | Training Loss: 154785.87641129032 | MAE: 4886821.4677 | MSE: 8705119739537.656 | RMSE: 1241.0353 | RSE: 3.064 | RAE: 1.8185 | Correlation: 0.8434000015258789
INFO:training:Epoch: 81 | Training Loss: 160848.01572580644 | MAE: 4964973.0323 | MSE: 8714763722076.689 | RMSE: 1246.5415 | RSE: 5.1703 | RAE: 2.4454 | Correlation: 0.843500018119812
INFO:training:Epoch: 82 | Training Loss: 159523.19375 | MAE: 4828289.8718 | MSE: 8681227915954.949 | RMSE: 1236.9295 | RSE: 1.4425 | RAE: 1.2649 | Correlation: 0.8432000279426575
INFO:training:Epoch: 83 | Training Loss: 160077.5131048387 | MAE: 4853334.2808 | MSE: 8684958644019.311 | RMSE: 1238.5791 | RSE: 1.9797 | RAE: 1.497 | Correlation: 0.8431000113487244
INFO:training:Epoch: 84 | Training Loss: 152639.53548387098 | MAE: 4826048.5105 | MSE: 8668847093389.794 | RMSE: 1236.6722 | RSE: 1.4634 | RAE: 1.2855 | Correlation: 0.8431000113487244
INFO:training:Epoch: 85 | Training Loss: 160905.07056451612 | MAE: 4859522.7054 | MSE: 8675213544656.552 | RMSE: 1238.9289 | RSE: 2.1857 | RAE: 1.5613 | Correlation: 0.8431000113487244
INFO:training:Epoch: 86 | Training Loss: 158629.625 | MAE: 4831675.0255 | MSE: 8661402612447.241 | RMSE: 1236.9811 | RSE: 1.4601 | RAE: 1.2881 | Correlation: 0.8428999781608582
INFO:training:Epoch: 87 | Training Loss: 158630.42741935485 | MAE: 4861678.5046 | MSE: 8664790451107.311 | RMSE: 1239.0249 | RSE: 2.2534 | RAE: 1.5828 | Correlation: 0.8428999781608582
INFO:training:Epoch: 88 | Training Loss: 154755.19012096775 | MAE: 4836406.3316 | MSE: 8638979646272.0 | RMSE: 1237.3537 | RSE: 3.4758 | RAE: 1.9468 | Correlation: 0.8424999713897705
INFO:training:Epoch: 89 | Training Loss: 154862.14072580644 | MAE: 4844941.6791 | MSE: 8651163790862.896 | RMSE: 1237.8099 | RSE: 1.7333 | RAE: 1.4186 | Correlation: 0.8424999713897705
INFO:training:Epoch: 90 | Training Loss: 155231.68951612903 | MAE: 4831133.538 | MSE: 8641642882711.586 | RMSE: 1236.852 | RSE: 1.4561 | RAE: 1.2846 | Correlation: 0.8424999713897705
INFO:training:Epoch: 91 | Training Loss: 157746.57862903227 | MAE: 4823055.7332 | MSE: 8626762108079.448 | RMSE: 1236.247 | RSE: 2.024 | RAE: 1.5086 | Correlation: 0.8422999978065491
INFO:training:Epoch: 92 | Training Loss: 155274.6800403226 | MAE: 4895398.882 | MSE: 8645456741530.483 | RMSE: 1241.2695 | RSE: 3.2783 | RAE: 1.887 | Correlation: 0.8424999713897705
INFO:training:Epoch: 93 | Training Loss: 151604.6052419355 | MAE: 4856571.1149 | MSE: 8630906016096.0 | RMSE: 1238.4221 | RSE: 2.1267 | RAE: 1.5456 | Correlation: 0.8424000144004822
INFO:training:Epoch: 94 | Training Loss: 155029.3318548387 | MAE: 4861657.0116 | MSE: 8628597767416.275 | RMSE: 1238.8091 | RSE: 2.2736 | RAE: 1.5909 | Correlation: 0.842199981212616
INFO:training:Epoch: 95 | Training Loss: 148207.3116935484 | MAE: 4839623.057 | MSE: 8617624236304.827 | RMSE: 1237.212 | RSE: 1.627 | RAE: 1.3793 | Correlation: 0.8421000242233276
INFO:training:Epoch: 96 | Training Loss: 149248.57116935484 | MAE: 4842061.8563 | MSE: 8613158380289.656 | RMSE: 1237.3349 | RSE: 1.6922 | RAE: 1.4057 | Correlation: 0.8420000076293945
INFO:training:Epoch: 97 | Training Loss: 150182.79909274195 | MAE: 4852458.0187 | MSE: 8612414962793.932 | RMSE: 1238.0182 | RSE: 2.0076 | RAE: 1.5102 | Correlation: 0.8420000076293945
INFO:training:Epoch: 98 | Training Loss: 151790.4806451613 | MAE: 4828181.8685 | MSE: 8586512010299.586 | RMSE: 1236.3498 | RSE: 2.956 | RAE: 1.7931 | Correlation: 0.8416000008583069
INFO:training:Epoch: 99 | Training Loss: 150301.1502016129 | MAE: 4826543.7529 | MSE: 8594184304319.448 | RMSE: 1236.2257 | RSE: 1.4522 | RAE: 1.2776 | Correlation: 0.84170001745224
INFO:training:Epoch: 100 | Training Loss: 152927.93608870968 | MAE: 4840147.2714 | MSE: 8592972220157.517 | RMSE: 1237.113 | RSE: 1.6649 | RAE: 1.3963 | Correlation: 0.84170001745224
